order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue,incentive_given,order_accepted
10147,Hyderabad,South,2.9,12.6,287.0,33.0,1.19,Cloudy,0.0,24.6,48.1,8.3,High,6,Friday,0,0,26.0,22.6,0.954,0.179,102.41,52.0,1
10148,Bangalore,Central,2.8,19.7,303.0,35.0,1.48,Cloudy,0.0,33.5,35.4,8.5,Low,14,Sunday,1,0,20.2,20.1,0.871,0.081,118.46,0.0,0
10149,Mumbai,South,11.8,48.1,227.0,59.0,1.21,Clear,0.02,32.7,43.7,8.7,Medium,9,Sunday,1,0,15.3,16.9,0.85,0.148,121.33,30.0,1
10150,Delhi,Airport,14.8,64.2,203.0,99.0,1.26,Clear,0.01,24.8,85.1,9.3,Very High,8,Thursday,0,1,14.2,21.0,0.769,0.374,169.4,54.0,1
10151,Kolkata,East,7.0,24.1,172.0,55.0,1.21,Light Rain,0.32,40.7,87.2,4.8,Very High,20,Wednesday,0,0,7.6,19.9,0.69,0.193,104.39,42.0,0
10152,Delhi,East,7.2,32.0,251.0,63.0,1.21,Cloudy,0.09,26.5,52.2,8.1,Medium,18,Friday,0,0,6.6,24.8,0.966,0.183,131.45,12.0,1
10153,Mumbai,Industrial,3.2,19.6,150.0,31.0,2.42,Storm,0.9,27.8,70.9,5.3,Low,11,Saturday,1,0,9.2,31.9,0.71,0.11,108.02,44.0,0
10154,Bangalore,Suburban,14.4,42.5,530.0,90.0,2.48,Clear,0.07,38.1,43.9,6.7,High,12,Sunday,1,0,17.8,19.4,0.949,0.04,339.8,39.0,1
10155,Jaipur,North,5.3,27.9,116.0,51.0,1.79,Clear,0.07,30.5,41.1,9.6,Medium,13,Thursday,0,0,17.7,25.8,0.78,0.022,116.81,18.0,0
10156,Delhi,Industrial,7.5,39.5,176.0,59.0,1.25,Storm,0.9,23.4,92.5,3.6,Low,0,Wednesday,0,0,17.9,19.4,0.944,0.033,112.47,90.0,0
10157,Hyderabad,Central,4.2,15.8,378.0,37.0,1.18,Light Rain,0.27,36.1,85.4,7.9,Low,1,Sunday,1,1,13.1,17.8,0.771,0.097,126.82,54.0,0
10158,Chennai,West,3.8,22.0,200.0,33.0,1.55,Cloudy,0.0,29.5,89.1,9.7,Medium,19,Wednesday,0,0,14.6,26.4,0.813,0.049,95.15,0.0,0
10159,Delhi,Industrial,12.2,52.6,342.0,92.0,2.14,Clear,0.08,25.7,87.3,14.1,Medium,12,Tuesday,0,0,10.5,26.2,0.932,0.282,272.12,24.0,0
10160,Chennai,Suburban,6.2,22.3,577.0,40.0,2.05,Clear,0.0,17.1,86.8,1.8,Very High,21,Saturday,1,0,11.8,14.2,0.821,0.142,208.94,53.0,1
10161,Delhi,North,10.7,41.8,371.0,83.0,1.19,Fog,0.04,30.8,60.7,3.7,High,2,Wednesday,0,0,7.0,24.0,0.816,0.05,180.39,38.0,0
10162,Hyderabad,Central,5.2,27.2,134.0,40.0,1.05,Cloudy,0.14,36.1,80.3,8.3,High,2,Thursday,0,0,13.7,23.5,0.905,0.029,71.48,75.0,1
10163,Hyderabad,Airport,2.7,16.1,137.0,35.0,1.18,Fog,0.19,24.4,65.5,26.9,Medium,8,Thursday,0,0,11.8,24.1,0.821,0.044,71.44,22.0,1
10164,Bangalore,Central,3.2,15.1,223.0,35.0,1.15,Cloudy,0.03,31.5,33.6,12.6,High,18,Sunday,1,0,11.3,22.1,0.937,0.082,89.31,34.0,0
10165,Mumbai,Airport,4.8,23.3,305.0,48.0,1.68,Fog,0.16,30.1,38.8,4.1,High,20,Wednesday,0,0,9.2,16.6,0.77,0.033,147.74,39.0,0
10166,Pune,Suburban,3.1,13.9,447.0,33.0,1.24,Heavy Rain,0.66,18.8,53.7,7.5,Low,18,Thursday,0,0,21.6,21.7,0.367,0.192,139.26,65.0,1
10167,Delhi,North,2.3,11.2,165.0,33.0,1.1,Clear,0.13,28.2,51.0,6.9,Medium,0,Friday,0,1,10.7,12.7,0.858,0.037,72.6,26.0,0
10168,Mumbai,Industrial,9.2,41.1,192.0,54.0,2.3,Cloudy,0.02,36.6,67.9,2.2,Low,20,Thursday,0,1,8.3,21.8,0.685,0.106,166.44,43.0,1
10169,Mumbai,North,3.2,15.2,216.0,34.0,1.59,Fog,0.15,31.2,52.7,4.6,Low,14,Monday,0,0,9.5,21.4,0.858,0.039,101.58,9.0,1
10170,Hyderabad,South,4.9,13.6,214.0,47.0,1.23,Light Rain,0.38,32.9,59.4,1.7,Very High,4,Monday,0,0,10.9,16.6,0.737,0.109,104.89,72.0,0
10171,Hyderabad,West,5.4,24.1,517.0,38.0,1.19,Heavy Rain,0.73,31.3,57.3,11.2,Medium,10,Monday,0,0,8.3,19.4,0.72,0.083,158.96,22.0,1
10172,Mumbai,East,3.1,20.2,232.0,36.0,1.0,Light Rain,0.27,22.6,55.7,54.3,Medium,2,Tuesday,0,0,20.4,14.5,0.918,0.097,87.04,72.0,1
10173,Bangalore,South,10.7,50.8,264.0,66.0,1.27,Clear,0.07,18.6,62.1,5.3,High,11,Wednesday,0,0,7.7,28.5,0.458,0.167,141.9,61.0,1
10174,Delhi,Central,2.3,12.5,386.0,30.0,1.01,Fog,0.01,24.2,84.8,5.6,High,3,Wednesday,0,0,8.4,29.2,0.697,0.144,115.22,14.0,1
10175,Hyderabad,West,5.2,21.4,542.0,45.0,1.26,Heavy Rain,0.84,25.4,65.3,5.4,High,2,Wednesday,0,0,14.5,24.5,0.984,0.053,175.94,78.0,0
10176,Mumbai,West,5.2,30.6,240.0,40.0,1.61,Cloudy,0.04,32.2,83.3,3.4,Low,12,Monday,0,0,8.5,28.7,0.663,0.095,117.2,0.0,0
10177,Chennai,North,4.3,27.3,459.0,34.0,1.78,Light Rain,0.31,20.4,42.5,14.5,High,20,Tuesday,0,0,15.8,22.0,0.66,0.4,161.5,29.0,0
10178,Bangalore,West,2.1,11.5,610.0,26.0,1.61,Clear,0.0,21.4,65.5,17.6,Medium,22,Monday,0,0,7.4,26.2,0.955,0.162,176.06,35.0,0
10179,Kolkata,Suburban,7.6,41.5,232.0,53.0,1.14,Fog,0.01,31.8,76.3,3.3,Medium,1,Tuesday,0,0,16.2,17.5,0.889,0.195,111.46,26.0,0
10180,Mumbai,West,7.0,20.4,185.0,47.0,1.93,Clear,0.09,29.3,54.5,9.5,High,14,Tuesday,0,0,22.3,25.7,0.772,0.15,131.41,44.0,0
10181,Delhi,Central,3.0,16.2,730.0,35.0,1.04,Light Rain,0.45,23.2,82.6,11.3,Medium,4,Tuesday,0,0,14.0,20.4,0.891,0.28,197.0,42.0,0
10182,Mumbai,Suburban,6.9,22.8,429.0,56.0,1.14,Cloudy,0.04,39.8,70.7,11.4,Medium,2,Friday,0,0,10.5,21.1,0.931,0.152,158.22,22.0,0
10183,Kolkata,Suburban,5.6,18.1,246.0,45.0,1.19,Cloudy,0.09,24.7,30.4,11.7,High,8,Friday,0,0,10.5,23.6,0.655,0.253,107.67,48.0,1
10184,Kolkata,South,2.1,13.3,339.0,30.0,1.15,Clear,0.05,33.2,83.3,9.1,Low,23,Wednesday,0,0,20.7,22.3,0.969,0.022,109.08,42.0,1
10185,Delhi,West,2.7,17.8,145.0,33.0,1.07,Clear,0.03,31.4,41.1,8.1,Medium,8,Thursday,0,0,17.8,18.9,0.666,0.026,67.21,10.0,0
10186,Hyderabad,North,8.9,31.2,426.0,47.0,1.64,Clear,0.02,30.6,85.6,5.5,High,21,Saturday,1,0,13.1,21.9,0.945,0.146,170.8,36.0,0
10187,Pune,Airport,5.4,28.6,100.0,50.0,1.54,Clear,0.13,28.2,78.0,7.8,High,19,Tuesday,0,0,5.9,31.6,0.879,0.326,99.0,35.0,0
10188,Bangalore,South,3.2,17.5,418.0,30.0,1.25,Clear,0.1,39.9,76.1,18.4,High,8,Tuesday,0,0,5.1,25.5,0.817,0.038,129.46,34.0,1
10189,Bangalore,North,2.7,12.9,171.0,31.0,1.06,Cloudy,0.12,24.5,75.3,24.6,Very High,3,Sunday,1,1,26.8,19.9,0.707,0.107,70.48,64.0,0
10190,Delhi,West,3.3,20.1,107.0,31.0,1.15,Light Rain,0.27,32.4,46.0,4.1,Low,3,Friday,0,0,12.4,20.6,0.55,0.035,59.19,52.0,0
10191,Mumbai,South,3.4,23.0,100.0,37.0,1.18,Cloudy,0.02,34.7,94.3,14.9,Low,1,Tuesday,0,0,9.1,28.4,0.693,0.063,65.66,30.0,1
10192,Kolkata,West,2.7,21.4,193.0,31.0,2.06,Clear,0.0,15.9,68.1,16.8,Low,14,Wednesday,0,0,9.5,11.1,0.932,0.33,106.32,13.0,0
10193,Kolkata,Central,1.6,13.2,349.0,25.0,2.25,Heavy Rain,0.68,34.4,67.4,9.5,Low,14,Sunday,1,0,15.8,17.5,0.844,0.136,133.03,28.0,0
10194,Hyderabad,South,8.9,31.8,122.0,48.0,1.21,Clear,0.13,18.7,82.3,7.9,Low,16,Friday,0,0,9.3,21.8,0.646,0.099,84.92,42.0,1
10195,Delhi,North,8.0,28.9,132.0,50.0,1.12,Clear,0.13,32.8,37.6,3.9,Low,9,Saturday,1,0,25.1,17.1,0.926,0.306,85.04,33.0,0
10196,Delhi,Central,2.1,18.5,191.0,31.0,1.07,Cloudy,0.06,26.8,85.9,16.7,High,3,Thursday,0,0,14.0,29.6,0.777,0.031,75.19,64.0,1
10197,Chennai,East,4.9,28.7,366.0,45.0,1.31,Cloudy,0.0,22.4,69.4,4.7,Medium,12,Saturday,1,0,16.8,27.7,0.912,0.296,139.47,25.0,1
10198,Kolkata,North,2.6,12.7,390.0,29.0,1.03,Fog,0.19,26.4,35.2,14.4,Medium,5,Tuesday,0,0,8.5,30.8,0.836,0.363,115.67,23.0,0
10199,Kolkata,Airport,3.8,15.5,262.0,33.0,1.35,Clear,0.0,45.1,64.5,14.2,High,19,Saturday,1,0,13.1,21.8,0.846,0.104,102.19,62.0,1
10200,Chennai,Industrial,3.6,20.5,400.0,37.0,1.23,Cloudy,0.11,29.2,87.7,3.5,Medium,15,Monday,0,0,7.3,36.0,0.871,0.168,133.51,0.0,0
10201,Hyderabad,West,3.5,12.4,345.0,41.0,1.87,Clear,0.02,25.5,89.4,7.4,Low,19,Saturday,1,0,14.1,22.2,0.698,0.053,152.57,1.0,0
10202,Mumbai,North,14.9,55.7,199.0,89.0,1.27,Clear,0.03,30.1,71.3,4.6,High,1,Wednesday,0,1,9.6,23.1,0.743,0.126,156.81,78.0,0
10203,Mumbai,East,3.4,19.1,386.0,37.0,1.04,Light Rain,0.41,23.4,64.1,23.4,High,15,Monday,0,0,18.5,21.5,0.803,0.117,123.4,62.0,0
10204,Kolkata,North,2.8,16.0,129.0,33.0,1.16,Light Rain,0.26,26.1,62.8,7.9,Very High,2,Tuesday,0,0,9.9,25.0,0.788,0.258,66.66,42.0,0
10205,Hyderabad,Central,2.8,14.6,312.0,29.0,1.21,Cloudy,0.04,33.3,40.8,15.4,Very High,18,Sunday,1,0,9.3,29.5,0.392,0.129,103.73,59.0,0
10206,Mumbai,Suburban,8.4,37.9,137.0,69.0,1.25,Clear,0.03,31.3,41.8,20.0,Medium,6,Friday,0,1,10.3,12.4,0.531,0.488,116.39,63.0,1
10207,Mumbai,Industrial,1.7,9.9,263.0,25.0,1.09,Storm,0.9,33.1,75.8,5.1,Medium,3,Thursday,0,0,5.4,16.2,0.957,0.176,85.11,88.0,1
10208,Hyderabad,North,2.8,19.1,450.0,35.0,1.64,Clear,0.14,35.0,75.4,2.2,High,14,Saturday,1,1,23.5,25.6,0.719,0.114,156.4,43.0,1
10209,Mumbai,South,10.7,56.7,272.0,84.0,1.15,Cloudy,0.05,25.1,30.1,2.3,Medium,2,Monday,0,0,9.0,17.8,0.907,0.06,156.44,67.0,0
10210,Mumbai,Airport,5.2,30.2,243.0,41.0,2.44,Light Rain,0.34,23.2,52.7,21.3,Medium,20,Wednesday,0,0,10.3,18.5,0.946,0.265,153.5,50.0,1
10211,Bangalore,East,5.0,31.6,274.0,38.0,1.13,Cloudy,0.09,33.9,77.1,3.6,High,3,Monday,0,1,12.8,27.1,0.854,0.15,103.22,47.0,1
10212,Chennai,North,16.1,72.8,341.0,96.0,1.05,Clear,0.1,25.8,39.1,7.5,Low,0,Sunday,1,0,25.0,21.2,0.737,0.08,175.82,37.0,0
10213,Hyderabad,East,5.2,21.1,711.0,48.0,1.17,Clear,0.0,35.0,78.5,11.6,Medium,5,Monday,0,0,7.1,16.5,0.681,0.077,212.58,27.0,0
10214,Delhi,Suburban,2.9,13.9,339.0,37.0,2.46,Fog,0.06,34.2,53.9,13.6,Very High,20,Sunday,1,0,18.8,20.9,0.752,0.016,165.6,59.0,1
10215,Chennai,Central,3.8,16.8,190.0,39.0,1.36,Fog,0.01,26.7,91.1,2.6,Low,22,Wednesday,0,0,10.8,26.4,0.742,0.068,94.84,0.0,0
10216,Delhi,South,2.3,14.5,220.0,29.0,1.01,Clear,0.15,30.0,90.5,3.1,High,23,Wednesday,0,0,27.2,24.9,0.742,0.013,77.69,64.0,0
10217,Delhi,West,9.5,39.2,156.0,63.0,1.26,Clear,0.0,28.7,42.7,29.4,High,2,Monday,0,0,19.5,28.4,0.946,0.264,113.7,67.0,1
10218,Chennai,North,6.3,35.4,132.0,53.0,1.29,Clear,0.05,23.7,82.9,25.5,Medium,19,Saturday,1,0,14.8,27.1,0.806,0.076,97.41,9.0,0
10219,Hyderabad,Central,8.8,35.0,100.0,67.0,1.38,Fog,0.09,34.8,52.0,19.1,Medium,20,Sunday,1,0,8.0,15.7,0.689,0.216,114.46,40.0,1
10220,Pune,Industrial,9.3,42.0,194.0,50.0,1.01,Clear,0.11,33.2,54.1,28.0,Low,7,Saturday,1,0,13.5,24.7,0.647,0.102,93.18,40.0,1
10221,Hyderabad,East,3.5,21.3,121.0,37.0,1.38,Clear,0.0,34.0,85.6,3.8,High,14,Friday,0,0,8.0,27.1,0.828,0.165,77.68,25.0,0
10222,Hyderabad,Suburban,2.5,9.8,257.0,35.0,1.24,Light Rain,0.31,35.9,63.5,5.0,High,6,Tuesday,0,0,17.0,15.6,0.82,0.323,99.94,36.0,1
10223,Mumbai,Airport,4.3,26.6,190.0,43.0,1.19,Heavy Rain,0.79,31.6,76.7,5.2,Very High,6,Wednesday,0,0,11.0,23.4,0.872,0.311,92.97,43.0,1
10224,Delhi,East,2.7,18.1,142.0,28.0,2.05,Cloudy,0.15,37.5,50.8,10.6,Medium,13,Wednesday,0,0,21.5,17.6,0.775,0.126,88.64,31.0,0
10225,Delhi,Airport,4.9,20.2,100.0,38.0,1.15,Clear,0.15,30.0,80.7,7.4,High,4,Tuesday,0,0,9.7,16.0,0.736,0.127,65.7,38.0,0
10226,Delhi,Suburban,8.8,48.2,205.0,58.0,1.95,Heavy Rain,0.69,36.8,77.5,11.4,Low,14,Saturday,1,0,15.2,19.1,0.809,0.062,158.2,14.0,0
10227,Jaipur,Airport,4.1,23.1,102.0,41.0,1.03,Cloudy,0.0,35.6,92.2,11.3,Low,3,Tuesday,0,0,13.5,19.5,0.888,0.087,64.67,19.0,0
10228,Bangalore,Suburban,4.9,20.5,348.0,43.0,1.15,Light Rain,0.35,31.8,42.3,6.3,Medium,16,Friday,0,0,19.2,20.3,0.914,0.283,126.01,52.0,0
10229,Kolkata,Central,4.2,21.9,278.0,34.0,1.24,Clear,0.0,31.9,45.7,9.6,High,5,Sunday,1,0,20.4,23.1,0.474,0.136,103.32,35.0,1
10230,Hyderabad,North,7.3,39.5,218.0,58.0,2.36,Cloudy,0.04,33.1,94.6,1.7,High,12,Wednesday,0,0,28.0,17.7,0.794,0.122,184.84,31.0,0
10231,Pune,West,3.0,12.5,505.0,37.0,1.12,Clear,0.14,27.6,71.3,11.6,High,17,Thursday,0,0,16.5,20.2,0.851,0.342,152.54,40.0,1
10232,Bangalore,North,1.2,12.3,246.0,24.0,1.27,Clear,0.12,28.6,38.8,12.7,Low,16,Wednesday,0,0,9.6,29.6,0.972,0.1,84.6,15.0,0
10233,Hyderabad,Industrial,5.9,34.0,297.0,39.0,1.16,Light Rain,0.26,38.4,77.8,6.1,Medium,9,Friday,0,1,8.2,13.8,0.674,0.19,110.58,41.0,1
10234,Bangalore,Industrial,8.1,35.4,345.0,64.0,1.3,Fog,0.0,30.1,40.9,13.0,High,20,Friday,0,0,13.5,20.5,0.946,0.017,159.1,12.0,0
10235,Mumbai,South,5.9,29.6,189.0,49.0,2.13,Fog,0.08,33.9,62.9,6.0,Very High,19,Saturday,1,0,13.1,27.2,0.624,0.059,145.95,15.0,0
10236,Chennai,North,3.1,18.4,189.0,37.0,1.52,Cloudy,0.0,27.3,91.8,2.8,High,13,Thursday,0,0,14.9,25.4,0.973,0.053,97.82,13.0,0
10237,Delhi,Suburban,2.3,11.1,250.0,31.0,2.41,Fog,0.07,35.8,63.4,3.3,Medium,19,Tuesday,0,1,20.8,17.3,0.788,0.122,129.71,35.0,1
10238,Mumbai,Suburban,6.0,34.4,125.0,46.0,1.26,Cloudy,0.09,31.1,69.0,13.6,Very High,0,Saturday,1,0,10.7,26.2,0.625,0.11,85.46,58.0,0
10239,Hyderabad,South,4.9,25.7,597.0,49.0,1.09,Cloudy,0.02,39.4,57.8,3.8,High,0,Sunday,1,0,6.8,18.2,0.852,0.004,184.75,31.0,1
10240,Mumbai,East,4.2,19.6,265.0,42.0,1.06,Heavy Rain,0.72,23.2,82.7,10.5,High,16,Sunday,1,0,5.6,34.0,0.641,0.302,102.82,46.0,0
10241,Jaipur,Suburban,13.4,60.7,221.0,77.0,1.29,Clear,0.0,41.7,42.5,7.5,Medium,7,Sunday,1,0,10.4,12.2,0.704,0.131,147.95,40.0,1
10242,Jaipur,South,2.5,15.0,694.0,34.0,1.14,Cloudy,0.13,32.8,63.5,8.3,High,16,Monday,0,0,9.0,22.4,0.898,0.074,191.44,34.0,1
10243,Kolkata,Suburban,13.0,42.2,141.0,98.0,1.27,Heavy Rain,0.82,20.3,52.9,18.3,Low,20,Friday,0,0,13.3,35.8,0.64,0.017,155.48,63.0,1
10244,Delhi,West,4.6,23.4,527.0,38.0,1.08,Cloudy,0.03,27.3,85.5,32.8,Low,9,Sunday,1,0,19.6,24.2,0.582,0.216,156.98,20.0,0
10245,Mumbai,Suburban,1.5,10.4,367.0,29.0,1.03,Clear,0.06,33.5,59.7,25.4,Low,5,Tuesday,0,0,7.8,23.4,0.614,0.022,110.61,17.0,0
10246,Kolkata,Central,4.0,19.0,428.0,33.0,1.0,Storm,0.95,20.4,44.8,2.7,Medium,6,Tuesday,0,0,14.9,26.0,0.827,0.311,127.16,67.0,0
10247,Bangalore,South,8.0,27.8,224.0,49.0,1.52,Clear,0.0,33.5,88.0,13.5,Medium,20,Sunday,1,0,9.6,26.8,0.857,0.144,123.76,4.0,0
10248,Jaipur,Airport,3.6,19.1,252.0,33.0,1.18,Clear,0.0,32.2,65.3,5.0,Medium,15,Sunday,1,0,22.6,21.4,0.887,0.112,94.38,32.0,1
10249,Jaipur,Industrial,1.8,14.1,206.0,27.0,1.07,Heavy Rain,0.75,32.4,84.5,12.9,Low,16,Wednesday,0,0,8.9,24.5,0.876,0.018,74.21,49.0,1
10250,Pune,North,4.1,25.7,403.0,39.0,1.17,Heavy Rain,0.73,32.5,54.9,4.0,Medium,6,Friday,0,0,9.3,20.9,0.405,0.008,134.29,47.0,0
10251,Delhi,South,2.7,18.8,298.0,34.0,1.02,Light Rain,0.33,18.3,92.3,2.1,Low,5,Sunday,1,1,35.4,18.0,0.887,0.066,100.24,29.0,0
10252,Bangalore,East,6.0,33.1,185.0,54.0,1.29,Light Rain,0.42,31.3,74.6,14.0,Very High,10,Tuesday,0,0,12.3,22.5,0.921,0.064,110.36,45.0,0
10253,Pune,Suburban,7.1,25.8,189.0,45.0,1.1,Heavy Rain,0.65,23.3,92.1,9.6,Low,5,Wednesday,0,0,15.9,14.0,0.831,0.129,91.08,66.0,0
10254,Delhi,South,2.4,13.8,243.0,31.0,1.29,Light Rain,0.44,29.8,47.7,4.8,Medium,17,Thursday,0,1,10.3,9.8,0.743,0.093,93.45,52.0,0
10255,Mumbai,West,2.9,13.0,207.0,34.0,1.16,Storm,1.0,24.4,69.0,30.2,High,8,Sunday,1,0,27.2,26.3,0.927,0.084,84.98,69.0,1
10256,Bangalore,South,7.1,24.7,503.0,51.0,1.14,Cloudy,0.13,29.2,41.5,3.2,High,3,Thursday,0,0,26.2,24.0,0.849,0.009,168.8,53.0,1
10257,Kolkata,West,2.7,12.3,367.0,34.0,1.03,Clear,0.08,31.7,33.3,27.0,Low,8,Thursday,0,0,9.3,20.0,0.935,0.019,115.76,8.0,0
10258,Chennai,Industrial,2.3,14.7,366.0,30.0,1.03,Clear,0.01,21.8,39.6,5.1,Medium,2,Monday,0,1,6.3,23.9,0.649,0.172,111.42,61.0,1
10259,Hyderabad,Industrial,2.2,11.9,275.0,30.0,1.15,Clear,0.05,35.7,77.9,13.0,Very High,2,Sunday,1,0,9.6,16.8,0.876,0.042,95.0,32.0,1
10260,Mumbai,Suburban,5.5,20.7,162.0,51.0,1.35,Heavy Rain,0.74,35.3,86.2,4.7,Medium,13,Thursday,0,0,8.7,20.5,0.822,0.047,104.49,40.0,1
10261,Hyderabad,North,5.4,22.7,347.0,50.0,2.49,Clear,0.0,27.2,34.1,9.6,Medium,20,Sunday,1,0,12.4,26.9,0.588,0.01,200.84,65.0,1
10262,Jaipur,Suburban,3.0,17.7,100.0,34.0,1.04,Light Rain,0.45,28.7,53.5,7.1,High,23,Tuesday,0,0,14.8,19.4,0.967,0.018,57.36,75.0,1
10263,Mumbai,East,4.5,25.8,267.0,36.0,1.17,Clear,0.01,36.6,64.0,10.7,Low,3,Tuesday,0,0,12.7,25.3,0.881,0.245,100.86,17.0,1
10264,Bangalore,Central,11.2,44.5,163.0,86.0,2.14,Cloudy,0.0,30.8,59.7,18.6,Very High,12,Wednesday,0,0,17.6,21.5,0.671,0.117,219.9,29.0,0
10265,Kolkata,North,2.5,15.7,157.0,32.0,1.24,Cloudy,0.05,19.9,34.1,4.0,High,15,Monday,0,0,11.4,20.8,0.896,0.079,74.22,39.0,1
10266,Chennai,North,1.4,14.0,194.0,28.0,1.03,Fog,0.02,31.7,48.1,3.9,High,7,Friday,0,0,10.6,26.7,0.733,0.066,71.52,20.0,1
10267,Chennai,Industrial,5.9,21.7,235.0,39.0,1.65,Clear,0.12,34.8,59.7,14.3,Medium,13,Friday,0,0,14.0,18.9,0.899,0.333,116.05,45.0,0
10268,Chennai,Central,4.2,17.0,242.0,44.0,1.28,Cloudy,0.0,41.5,31.8,5.5,Medium,4,Monday,0,0,16.2,26.2,0.949,0.22,109.56,18.0,0
10269,Delhi,South,2.9,12.8,363.0,35.0,1.01,Light Rain,0.26,22.5,66.5,11.6,Medium,2,Friday,0,0,21.1,12.3,0.564,0.138,115.21,69.0,0
10270,Delhi,Suburban,6.6,31.2,224.0,53.0,1.26,Clear,0.11,28.6,77.9,13.1,Very High,23,Friday,0,0,10.8,26.4,0.823,0.143,116.06,46.0,0
10271,Pune,South,7.4,27.4,233.0,45.0,1.89,Clear,0.0,26.0,43.3,1.5,High,14,Saturday,1,0,23.5,29.2,0.698,0.106,136.31,58.0,1
10272,Pune,South,1.2,10.3,122.0,26.0,1.28,Clear,0.06,34.3,61.2,10.0,Very High,4,Thursday,0,0,8.7,31.2,0.81,0.174,60.12,64.0,1
10273,Kolkata,Suburban,3.0,20.2,130.0,30.0,1.61,Clear,0.07,40.6,58.1,4.1,Very High,13,Monday,0,0,13.1,19.1,0.826,0.236,76.9,20.0,1
10274,Kolkata,East,18.0,54.4,282.0,77.0,1.19,Clear,0.15,35.3,51.4,17.2,High,7,Wednesday,0,0,8.8,14.9,0.892,0.064,153.67,65.0,0
10275,Bangalore,North,6.4,17.7,335.0,45.0,1.11,Cloudy,0.0,27.6,76.2,5.1,High,10,Monday,0,0,9.1,34.6,0.825,0.138,123.65,18.0,1
10276,Bangalore,West,6.7,37.8,215.0,41.0,1.29,Clear,0.01,32.8,79.6,10.0,High,0,Friday,0,0,10.8,19.3,0.908,0.18,100.19,28.0,1
10277,Pune,Central,9.1,33.8,390.0,52.0,2.32,Clear,0.0,30.2,46.8,4.2,High,20,Friday,0,0,11.7,23.6,0.854,0.227,206.44,16.0,0
10278,Hyderabad,North,4.5,20.0,121.0,43.0,1.22,Clear,0.0,37.6,94.3,8.8,Low,18,Sunday,1,0,6.6,21.5,0.944,0.398,79.08,6.0,0
10279,Chennai,South,7.2,28.3,299.0,60.0,1.11,Clear,0.03,34.4,61.0,3.9,Low,1,Tuesday,0,0,31.2,26.6,0.823,0.049,132.38,56.0,1
10280,Pune,Central,6.9,38.2,160.0,44.0,1.09,Clear,0.08,30.3,92.6,8.1,Medium,2,Wednesday,0,0,11.4,29.0,0.623,0.126,83.16,43.0,0
10281,Kolkata,West,6.2,31.4,154.0,54.0,1.17,Heavy Rain,0.78,28.0,35.7,6.4,Medium,16,Monday,0,0,13.3,27.8,0.855,0.219,97.06,68.0,1
10282,Delhi,North,3.7,16.2,167.0,36.0,1.44,Clear,0.11,29.5,84.4,13.7,High,21,Saturday,1,0,7.6,24.9,0.965,0.124,88.58,22.0,1
10283,Delhi,North,5.0,19.4,235.0,49.0,1.13,Clear,0.06,35.3,67.8,2.7,Medium,6,Tuesday,0,0,28.5,19.7,0.741,0.101,107.07,42.0,1
10284,Mumbai,East,3.1,16.4,305.0,31.0,1.16,Clear,0.11,25.4,92.1,17.3,Medium,10,Wednesday,0,0,14.9,20.0,0.732,0.012,103.06,46.0,0
10285,Hyderabad,North,4.5,16.3,293.0,34.0,2.06,Light Rain,0.29,30.1,72.1,25.3,Medium,22,Wednesday,0,0,23.1,18.8,0.542,0.068,134.5,51.0,1
10286,Mumbai,North,2.2,12.6,212.0,32.0,1.17,Clear,0.08,37.2,74.6,9.4,Low,15,Thursday,0,0,6.6,25.7,0.821,0.203,84.08,6.0,0
10287,Bangalore,West,2.8,19.9,336.0,31.0,1.12,Clear,0.11,17.2,71.8,3.3,Medium,17,Sunday,1,0,13.6,17.4,0.742,0.038,108.64,0.0,0
10288,Bangalore,West,3.8,15.6,569.0,37.0,1.01,Storm,0.96,27.1,40.8,4.8,Medium,18,Friday,0,0,11.7,27.5,0.904,0.023,162.55,59.0,1
10289,Delhi,Central,2.5,16.0,231.0,31.0,1.29,Cloudy,0.09,28.1,69.6,4.4,Low,19,Tuesday,0,0,6.7,21.0,0.68,0.109,90.81,16.0,1
10290,Hyderabad,South,3.3,19.6,257.0,38.0,1.67,Light Rain,0.28,37.2,56.3,9.7,High,22,Saturday,1,0,7.0,24.6,0.653,0.112,120.0,64.0,1
10291,Mumbai,West,4.1,17.7,180.0,33.0,1.26,Fog,0.09,35.0,77.0,8.6,High,9,Friday,0,1,9.9,24.6,0.858,0.006,81.18,19.0,1
10292,Mumbai,Central,5.7,34.2,201.0,47.0,2.01,Clear,0.12,24.4,52.2,18.0,Medium,11,Saturday,1,0,38.8,21.2,0.883,0.084,138.69,3.0,0
10293,Pune,North,7.9,26.6,457.0,54.0,1.15,Heavy Rain,0.71,25.1,78.8,6.8,Medium,23,Tuesday,0,0,12.8,22.4,0.726,0.1,162.64,88.0,0
10294,Delhi,Industrial,3.4,16.5,459.0,34.0,1.5,Light Rain,0.43,30.2,92.4,3.3,Medium,13,Thursday,0,0,16.4,11.1,0.69,0.022,151.98,50.0,1
